"Order Date","Ship Date","Ship Mode","Segment","Country","City","State","Postal Code","Region","Category...10","Sub-Category...11","Product Name...12","Category...13","Sub-Category...14","Product Name...15","Sales"
2017-09-18,2017-09-22,"Standard Class","Corporate","United States","Jacksonville","Florida",32216,"South","Furniture","Tables","Chromcraft Round Conference Tables","Furniture","Tables","Chromcraft Round Conference Tables",383.438
2015-12-29,2016-01-02,"Standard Class","Consumer","United States","Cottage Grove","Minnesota",55016,"Central","Office Supplies","Storage","Recycled Eldon Regeneration Jumbo File","Office Supplies","Storage","Recycled Eldon Regeneration Jumbo File",24.56
2015-12-29,2016-01-02,"Standard Class","Consumer","United States","Cottage Grove","Minnesota",55016,"Central","Technology","Accessories","Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...","Technology","Accessories","Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...",119.8
2018-07-23,2018-07-28,"Standard Class","Corporate","United States","New York City","New York",10009,"East","Office Supplies","Binders","Angle-D Ring Binders","Office Supplies","Binders","Angle-D Ring Binders",13.128
2018-09-18,2018-09-22,"Standard Class","Corporate","United States","Green Bay","Wisconsin",54302,"Central","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72
2016-08-31,2016-09-05,"Standard Class","Consumer","United States","Los Angeles","California",90004,"West","Office Supplies","Paper","Xerox 226","Office Supplies","Paper","Xerox 226",58.32
2018-11-03,2018-11-07,"Standard Class","Corporate","United States","Atlanta","Georgia",30318,"South","Office Supplies","Labels","Avery 476","Office Supplies","Labels","Avery 476",12.39
2016-02-08,2016-02-13,"Standard Class","Consumer","United States","Columbus","Ohio",43229,"East","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker",107.982
2015-01-13,2015-01-15,"Second Class","Corporate","United States","Bossier City","Louisiana",71111,"South","Office Supplies","Envelopes","Staple envelope","Office Supplies","Envelopes","Staple envelope",11.36
2015-01-13,2015-01-15,"Second Class","Corporate","United States","Bossier City","Louisiana",71111,"South","Office Supplies","Envelopes","Brown Kraft Recycled Envelopes","Office Supplies","Envelopes","Brown Kraft Recycled Envelopes",50.94
2015-01-13,2015-01-15,"Second Class","Corporate","United States","Bossier City","Louisiana",71111,"South","Technology","Accessories","Plantronics S12 Corded Telephone Headset System","Technology","Accessories","Plantronics S12 Corded Telephone Headset System",646.74
2015-01-13,2015-01-15,"Second Class","Corporate","United States","Bossier City","Louisiana",71111,"South","Office Supplies","Binders","3-ring staple pack","Office Supplies","Binders","3-ring staple pack",5.64
2015-01-13,2015-01-15,"Second Class","Corporate","United States","Bossier City","Louisiana",71111,"South","Office Supplies","Storage","Fellowes Stor/Drawer Steel Plus Storage Drawers","Office Supplies","Storage","Fellowes Stor/Drawer Steel Plus Storage Drawers",572.58
2015-05-14,2015-05-20,"Standard Class","Corporate","United States","Saint Petersburg","Florida",33710,"South","Furniture","Furnishings","Electrix Halogen Magnifier Lamp","Furniture","Furnishings","Electrix Halogen Magnifier Lamp",310.88
2017-05-19,2017-05-24,"Standard Class","Consumer","United States","Arlington","Virginia",22204,"South","Furniture","Chairs","Hon 4070 Series Pagoda Round Back Stacking Chairs","Furniture","Chairs","Hon 4070 Series Pagoda Round Back Stacking Chairs",641.96
2018-01-30,2018-02-05,"Standard Class","Corporate","United States","Des Moines","Iowa",50315,"Central","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders",18.28
2018-01-30,2018-02-05,"Standard Class","Corporate","United States","Des Moines","Iowa",50315,"Central","Technology","Phones","AT&T 841000 Phone","Technology","Phones","AT&T 841000 Phone",207
2018-01-30,2018-02-05,"Standard Class","Corporate","United States","Des Moines","Iowa",50315,"Central","Office Supplies","Binders","GBC Instant Report Kit","Office Supplies","Binders","GBC Instant Report Kit",32.35
2018-01-30,2018-02-05,"Standard Class","Corporate","United States","Des Moines","Iowa",50315,"Central","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings by Samsill","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings by Samsill",7.71
2018-01-30,2018-02-05,"Standard Class","Corporate","United States","Des Moines","Iowa",50315,"Central","Office Supplies","Art","Boston 19500 Mighty Mite Electric Pencil Sharpener","Office Supplies","Art","Boston 19500 Mighty Mite Electric Pencil Sharpener",40.3
2018-01-30,2018-02-05,"Standard Class","Corporate","United States","Des Moines","Iowa",50315,"Central","Furniture","Furnishings","C-Line Magnetic Cubicle Keepers, Clear Polypropylene","Furniture","Furnishings","C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.58
2015-06-29,2015-07-06,"Standard Class","Consumer","United States","Cincinnati","Ohio",45231,"East","Office Supplies","Art","Dixon My First Ticonderoga Pencil, #2","Office Supplies","Art","Dixon My First Ticonderoga Pencil, #2",32.76
2016-08-21,2016-08-23,"First Class","Home Office","United States","San Francisco","California",94110,"West","Furniture","Chairs","Hon GuestStacker Chair","Furniture","Chairs","Hon GuestStacker Chair",544.008
2016-08-21,2016-08-23,"First Class","Home Office","United States","San Francisco","California",94110,"West","Office Supplies","Paper","Xerox 191","Office Supplies","Paper","Xerox 191",59.94
2016-08-21,2016-08-23,"First Class","Home Office","United States","San Francisco","California",94110,"West","Office Supplies","Paper","Xerox 1974","Office Supplies","Paper","Xerox 1974",23.92
2016-08-21,2016-08-23,"First Class","Home Office","United States","San Francisco","California",94110,"West","Office Supplies","Paper","Xerox 1927","Office Supplies","Paper","Xerox 1927",4.28
2016-10-03,2016-10-06,"Second Class","Consumer","United States","Columbus","Ohio",43229,"East","Office Supplies","Binders","Acco D-Ring Binder w/DublLock","Office Supplies","Binders","Acco D-Ring Binder w/DublLock",32.07
2016-10-03,2016-10-06,"Second Class","Consumer","United States","Columbus","Ohio",43229,"East","Technology","Accessories","Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","Technology","Accessories","Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive",24
2016-10-03,2016-10-06,"Second Class","Consumer","United States","Columbus","Ohio",43229,"East","Furniture","Bookcases","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","Furniture","Bookcases","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35.49
2016-10-03,2016-10-06,"Second Class","Consumer","United States","Columbus","Ohio",43229,"East","Technology","Accessories","Microsoft Natural Ergonomic Keyboard 4000","Technology","Accessories","Microsoft Natural Ergonomic Keyboard 4000",47.984
2016-05-23,2016-05-28,"Standard Class","Corporate","United States","Columbia","South Carolina",29203,"South","Office Supplies","Envelopes","Cameo Buff Policy Envelopes","Office Supplies","Envelopes","Cameo Buff Policy Envelopes",186.69
2018-03-17,2018-03-21,"Second Class","Consumer","United States","Lancaster","California",93534,"West","Office Supplies","Binders","Heavy-Duty E-Z-D Binders","Office Supplies","Binders","Heavy-Duty E-Z-D Binders",17.456
2016-12-12,2016-12-16,"Standard Class","Consumer","United States","Lancaster","California",93534,"West","Furniture","Chairs","Lifetime Advantage Folding Chairs, 4/Carton","Furniture","Chairs","Lifetime Advantage Folding Chairs, 4/Carton",348.928
2016-06-26,2016-06-30,"Standard Class","Consumer","United States","Richmond","Virginia",23223,"South","Office Supplies","Binders","GBC VeloBinder Manual Binding System","Office Supplies","Binders","GBC VeloBinder Manual Binding System",143.96
2016-06-26,2016-06-30,"Standard Class","Consumer","United States","Richmond","Virginia",23223,"South","Office Supplies","Storage","Decoflex Hanging Personal Folder File, Blue","Office Supplies","Storage","Decoflex Hanging Personal Folder File, Blue",15.42
2016-06-26,2016-06-30,"Standard Class","Consumer","United States","Richmond","Virginia",23223,"South","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04
2016-06-26,2016-06-30,"Standard Class","Consumer","United States","Richmond","Virginia",23223,"South","Furniture","Chairs","Office Star - Contemporary Task Swivel Chair","Furniture","Chairs","Office Star - Contemporary Task Swivel Chair",332.94
2017-05-20,2017-05-20,"Same Day","Consumer","United States","Asheville","North Carolina",28806,"South","Technology","Phones","Cisco Unified IP Phone 7945G VoIP phone","Technology","Phones","Cisco Unified IP Phone 7945G VoIP phone",1363.96
2015-09-20,2015-09-26,"Standard Class","Consumer","United States","San Francisco","California",94110,"West","Office Supplies","Labels","Avery 499","Office Supplies","Labels","Avery 499",9.96
2015-09-20,2015-09-26,"Standard Class","Consumer","United States","San Francisco","California",94110,"West","Office Supplies","Paper","Wirebound Message Book, 4 per Page","Office Supplies","Paper","Wirebound Message Book, 4 per Page",21.72
2018-09-21,2018-09-26,"Standard Class","Consumer","United States","Rochester","Minnesota",55901,"Central","Office Supplies","Binders","Avery Durable Binders","Office Supplies","Binders","Avery Durable Binders",20.16
2016-12-24,2016-12-26,"First Class","Corporate","United States","Rochester","New York",14609,"East","Office Supplies","Paper","Xerox 1887","Office Supplies","Paper","Xerox 1887",132.79
2016-12-24,2016-12-26,"First Class","Corporate","United States","Rochester","New York",14609,"East","Office Supplies","Paper","Xerox 1967","Office Supplies","Paper","Xerox 1967",12.96
2016-12-24,2016-12-26,"First Class","Corporate","United States","Rochester","New York",14609,"East","Office Supplies","Labels","Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set","Office Supplies","Labels","Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set",21.56
2016-11-27,2016-12-03,"Standard Class","Consumer","United States","Lake Elsinore","California",92530,"West","Furniture","Chairs","Situations Contoured Folding Chairs, 4/Set","Furniture","Chairs","Situations Contoured Folding Chairs, 4/Set",283.92
2018-02-20,2018-02-23,"First Class","Corporate","United States","San Diego","California",92105,"West","Furniture","Furnishings","Executive Impressions 14"" Contract Wall Clock","Furniture","Furnishings","Executive Impressions 14"" Contract Wall Clock",22.23
2018-02-20,2018-02-23,"First Class","Corporate","United States","San Diego","California",92105,"West","Technology","Phones","Logitech Mobile Speakerphone P710e - speaker phone","Technology","Phones","Logitech Mobile Speakerphone P710e - speaker phone",215.968
2017-08-18,2017-08-23,"Second Class","Corporate","United States","New York City","New York",10024,"East","Office Supplies","Appliances","Belkin 7 Outlet SurgeMaster II","Office Supplies","Appliances","Belkin 7 Outlet SurgeMaster II",355.32
2017-03-12,2017-03-17,"Standard Class","Corporate","United States","Monroe","Louisiana",71203,"South","Office Supplies","Paper","Xerox 218","Office Supplies","Paper","Xerox 218",12.96
2018-04-22,2018-04-24,"First Class","Consumer","United States","San Francisco","California",94122,"West","Furniture","Furnishings","Eldon Stackable Tray, Side-Load, Legal, Smoke","Furniture","Furnishings","Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28
2015-11-01,2015-11-07,"Standard Class","Consumer","United States","Denver","Colorado",80219,"West","Office Supplies","Art","Model L Table or Wall-Mount Pencil Sharpener","Office Supplies","Art","Model L Table or Wall-Mount Pencil Sharpener",43.176
2015-11-01,2015-11-07,"Standard Class","Consumer","United States","Denver","Colorado",80219,"West","Technology","Phones","ClearOne CHATAttach 160 - speaker phone","Technology","Phones","ClearOne CHATAttach 160 - speaker phone",1983.968
2016-02-03,2016-02-05,"First Class","Consumer","United States","Omaha","Nebraska",68104,"Central","Furniture","Furnishings","Coloredge Poster Frame","Furniture","Furnishings","Coloredge Poster Frame",28.4
2016-02-03,2016-02-05,"First Class","Consumer","United States","Omaha","Nebraska",68104,"Central","Technology","Accessories","Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver","Technology","Accessories","Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver",149.97
2015-10-13,2015-10-15,"First Class","Consumer","United States","Edmonds","Washington",98026,"West","Office Supplies","Art","Newell 32","Office Supplies","Art","Newell 32",11.52
2015-10-13,2015-10-15,"First Class","Consumer","United States","Edmonds","Washington",98026,"West","Furniture","Tables","Bevis Round Bullnose 29"" High Table Top","Furniture","Tables","Bevis Round Bullnose 29"" High Table Top",1298.55
2015-10-13,2015-10-15,"First Class","Consumer","United States","Edmonds","Washington",98026,"West","Office Supplies","Appliances","Belkin F9G930V10-GRY 9 Outlet Surge","Office Supplies","Appliances","Belkin F9G930V10-GRY 9 Outlet Surge",213.92
2015-10-13,2015-10-15,"First Class","Consumer","United States","Edmonds","Washington",98026,"West","Technology","Accessories","Sony 16GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","Sony 16GB Class 10 Micro SDHC R40 Memory Card",25.78
2018-05-14,2018-05-14,"Same Day","Consumer","United States","Santa Ana","California",92704,"West","Furniture","Furnishings","Eldon Stackable Tray, Side-Load, Legal, Smoke","Furniture","Furnishings","Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28
2018-05-14,2018-05-14,"Same Day","Consumer","United States","Santa Ana","California",92704,"West","Technology","Accessories","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset","Technology","Accessories","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset",1399.93
